time,tagID,x,y,z,quality,n_dist,anchorID_1,dist_1,anchorID_2,dist_2,anchorID_3,dist_3,anchorID_4,dist_4,anchorID_5,dist_5,ax,ay,az,gx,gy,gz,mx,my,mz,A1,A2,A3,A4,A5,distance
2021-01-21 12:25:01.000,bleT2,0.0,0.0,0.0,0.0,5,bleA4,-90,bleA3,-63.0,bleA5,-67.0,bleA6,-75.0,bleA2,-69.0,906.887,-62.891,-366.793,0,-700,-490,-526.5,435.0,177.0,-69.0,-63.0,-90.0,-67.0,-75.0,0.0
2021-01-21 12:25:01.100,bleT2,0.0,0.0,0.0,0.0,5,bleA3,-69,bleA4,-85.0,bleA5,-77.0,bleA6,-72.0,bleA2,-67.0,911.157,-64.477,-365.146,70,-490,-770,-531.0,444.0,183.0,-67.0,-69.0,-85.0,-77.0,-72.0,0.0
2021-01-21 12:25:01.200,bleT2,0.0,0.0,0.0,0.0,4,bleA5,-67,bleA6,-76.0,bleA3,-63.0,bleA2,-69.0,,,909.815,-67.832,-361.181,350,560,-700,-537.0,442.5,174.0,-69.0,-63.0,,-67.0,-76.0,0.0
2021-01-21 12:25:01.300,bleT2,0.0,0.0,0.0,0.0,5,bleA3,-68,bleA2,-67.0,bleA4,-85.0,bleA5,-78.0,bleA6,-72.0,908.29,-66.856,-353.922,140,420,-1890,-535.5,430.5,178.5,-67.0,-68.0,-85.0,-78.0,-72.0,0.0
2021-01-21 12:25:01.400,bleT2,0.0,0.0,0.0,0.0,4,bleA3,-63,bleA2,-70.0,bleA4,-87.0,bleA5,-78.0,,,926.529,-63.928,-357.643,-630,1400,-1610,-532.5,436.5,175.5,-70.0,-63.0,-87.0,-78.0,,0.0
2021-01-21 12:25:01.500,bleT2,0.0,0.0,0.0,0.0,5,bleA4,-84,bleA6,-73.0,bleA3,-68.0,bleA2,-66.0,bleA5,-78.0,929.03,-68.198,-347.761,140,5390,3220,-525.0,441.0,171.0,-66.0,-68.0,-84.0,-78.0,-73.0,0.0
2021-01-21 12:25:01.700,bleT2,0.0,0.0,0.0,0.0,5,bleA3,-67,bleA4,-84.0,bleA5,-80.0,bleA6,-74.0,bleA2,-64.0,851.682,-41.175,-359.046,-4760,-490,-840,-528.0,430.5,175.5,-64.0,-67.0,-84.0,-80.0,-74.0,0.0
2021-01-21 12:25:01.800,bleT2,0.0,0.0,0.0,0.0,4,bleA2,-72,bleA4,-84.0,bleA5,-67.0,bleA6,-75.0,,,944.585,-84.851,-386.313,350,11690,-4760,-508.5,433.5,175.5,-72.0,,-84.0,-67.0,-75.0,0.0
2021-01-21 12:25:01.900,bleT2,0.0,0.0,0.0,0.0,4,bleA3,-71,bleA4,-82.0,bleA5,-77.0,bleA6,-75.0,,,916.098,-193.797,-425.17,7910,-14560,11970,-507.0,429.0,162.0,,-71.0,-82.0,-77.0,-75.0,0.0
2021-01-21 12:25:02.000,bleT2,0.0,0.0,0.0,0.0,5,bleA3,-56,bleA2,-64.0,bleA4,-83.0,bleA5,-66.0,bleA6,-74.0,898.53,-109.495,-265.655,18200,15610,12950,-523.5,441.0,154.5,-64.0,-56.0,-83.0,-66.0,-74.0,0.0
2021-01-21 12:25:02.100,bleT2,0.0,0.0,0.0,0.0,4,bleA6,-84,bleA2,-60.0,bleA3,-57.0,bleA4,-76.0,,,871.751,-162.809,-206.241,17220,24430,-11480,-537.0,450.0,133.5,-60.0,-57.0,-76.0,,-84.0,0.0
2021-01-21 12:25:02.200,bleT2,0.0,0.0,0.0,0.0,3,bleA5,-67,bleA3,-65.0,bleA2,-59.0,,,,,906.643,-63.623,-164.822,5810,5040,-20440,-537.0,471.0,123.0,-59.0,-65.0,,-67.0,,0.0
2021-01-21 12:25:02.300,bleT2,0.0,0.0,0.0,0.0,4,bleA3,-55,bleA4,-75.0,bleA5,-75.0,bleA6,-72.0,,,952.759,-26.169,-190.991,210,-18830,-12320,-519.0,471.0,130.5,,-55.0,-75.0,-75.0,-72.0,0.0
2021-01-21 12:25:02.400,bleT2,0.0,0.0,0.0,0.0,4,bleA5,-70,bleA3,-59.0,bleA2,-60.0,bleA4,-85.0,,,1007.781,16.958,-278.709,-13650,-12250,-11130,-514.5,468.0,142.5,-60.0,-59.0,-85.0,-70.0,,0.0
2021-01-21 12:25:02.500,bleT2,0.0,0.0,0.0,0.0,4,bleA3,-53,bleA2,-64.0,bleA5,-77.0,bleA6,-73.0,,,964.532,-11.712,-280.478,-20020,-5600,6020,-505.5,456.0,147.0,-64.0,-53.0,,-77.0,-73.0,0.0
2021-01-21 12:25:02.600,bleT2,0.0,0.0,0.0,0.0,4,bleA3,-67,bleA2,-60.0,bleA4,-82.0,bleA5,-67.0,,,908.778,-51.789,-299.266,-15470,-7140,11480,-507.0,454.5,151.5,-60.0,-67.0,-82.0,-67.0,,0.0
2021-01-21 12:25:02.800,bleT2,0.0,0.0,0.0,0.0,4,bleA4,-78,bleA6,-73.0,bleA3,-58.0,bleA2,-65.0,,,913.231,-59.841,-315.98,-9240,-1820,2030,-498.0,444.0,159.0,-65.0,-58.0,-78.0,,-73.0,0.0
2021-01-21 12:25:03.000,bleT2,0.0,0.0,0.0,0.0,1,bleA3,-60,,,,,,,,,935.862,13.786,-268.156,-8960,-1120,1610,-498.0,430.5,166.5,,-60.0,,,,0.0
2021-01-21 12:25:03.100,bleT2,0.0,0.0,0.0,0.0,2,bleA2,-61,bleA3,-54.0,,,,,,,947.879,7.198,-293.044,-19110,-7840,4690,-499.5,435.0,177.0,-61.0,-54.0,,,,0.0
2021-01-21 12:25:03.200,bleT2,0.0,0.0,0.0,0.0,5,bleA4,-82,bleA5,-68.0,bleA6,-73.0,bleA3,-58.0,bleA2,-64.0,931.104,-2.867,-338.794,-22820,-5390,8260,-493.5,430.5,180.0,-64.0,-58.0,-82.0,-68.0,-73.0,0.0
2021-01-21 12:25:03.300,bleT2,0.0,0.0,0.0,0.0,1,bleA5,-69,,,,,,,,,923.54,-11.895,-351.055,-27020,-630,11480,-484.5,432.0,195.0,,,,-69.0,,0.0
2021-01-21 12:25:03.600,bleT2,0.0,0.0,0.0,0.0,5,bleA3,-57,bleA2,-76.0,bleA4,-85.0,bleA6,-78.0,bleA5,-84.0,870.653,-75.274,-383.08,-11970,-6230,8400,-468.0,420.0,202.5,-76.0,-57.0,-85.0,-84.0,-78.0,0.0
2021-01-21 12:25:03.700,bleT2,0.0,0.0,0.0,0.0,4,bleA3,-58,bleA2,-72.0,bleA4,-80.0,bleA5,-77.0,,,894.931,-62.037,-416.63,-3290,1260,1890,-465.0,415.5,202.5,-72.0,-58.0,-80.0,-77.0,,0.0
2021-01-21 12:25:03.800,bleT2,0.0,0.0,0.0,0.0,5,bleA4,-84,bleA6,-83.0,bleA3,-66.0,bleA2,-62.0,bleA5,-87.0,846.924,-103.7,-415.349,-770,14420,-7420,-468.0,405.0,205.5,-62.0,-66.0,-84.0,-87.0,-83.0,0.0
2021-01-21 12:25:03.900,bleT2,0.0,0.0,0.0,0.0,4,bleA2,-61,bleA4,-81.0,bleA5,-67.0,bleA3,-76.0,,,854.488,-26.474,-400.648,12180,-7140,-4760,-474.0,399.0,211.5,-61.0,-76.0,-81.0,-67.0,,0.0
2021-01-21 12:25:04.000,bleT2,0.0,0.0,0.0,0.0,5,bleA4,-79,bleA5,-73.0,bleA6,-89.0,bleA2,-61.0,bleA3,-73.0,861.503,-61.915,-444.202,11060,-14280,5460,-477.0,399.0,225.0,-61.0,-73.0,-79.0,-73.0,-89.0,0.0
2021-01-21 12:25:04.100,bleT2,0.0,0.0,0.0,0.0,4,bleA3,-76,bleA2,-60.0,bleA4,-76.0,bleA5,-78.0,,,767.929,-163.785,-493.246,-8820,-700,-9100,-486.0,375.0,229.5,-60.0,-76.0,-76.0,-78.0,,0.0
2021-01-21 12:25:04.200,bleT2,0.0,0.0,0.0,0.0,3,bleA5,-72,bleA3,-75.0,bleA2,-63.0,,,,,880.108,-88.267,-462.746,2240,-2520,-10290,-477.0,382.5,225.0,-63.0,-75.0,,-72.0,,0.0
2021-01-21 12:25:04.300,bleT2,0.0,0.0,0.0,0.0,5,bleA2,-60,bleA4,-72.0,bleA5,-67.0,bleA6,-76.0,bleA3,-61.0,863.577,-54.961,-531.005,9380,-4900,-10290,-472.5,376.5,219.0,-60.0,-61.0,-72.0,-67.0,-76.0,0.0
2021-01-21 12:25:04.500,bleT2,0.0,0.0,0.0,0.0,5,bleA2,-62,bleA5,-66.0,bleA6,-73.0,bleA4,-73.0,bleA3,-66.0,893.406,-22.997,-417.24,3500,5320,2520,-477.0,396.0,228.0,-62.0,-66.0,-73.0,-66.0,-73.0,0.0
2021-01-21 12:25:04.600,bleT2,0.0,0.0,0.0,0.0,3,bleA5,-70,bleA6,-85.0,bleA2,-61.0,,,,,886.391,-38.125,-427.305,210,3640,630,-477.0,388.5,228.0,-61.0,,,-70.0,-85.0,0.0
2021-01-21 12:25:04.700,bleT2,0.0,0.0,0.0,0.0,5,bleA5,-68,bleA6,-74.0,bleA3,-63.0,bleA2,-63.0,bleA4,-78.0,874.435,-32.086,-416.813,-1890,7700,5810,-477.0,394.5,219.0,-63.0,-63.0,-78.0,-68.0,-74.0,0.0
2021-01-21 12:25:04.900,bleT2,0.0,0.0,0.0,0.0,4,bleA3,-65,bleA2,-60.0,bleA4,-84.0,bleA5,-71.0,,,873.947,-41.175,-382.409,-2450,4760,2870,-469.5,397.5,216.0,-60.0,-65.0,-84.0,-71.0,,0.0
2021-01-21 12:25:05.000,bleT2,0.0,0.0,0.0,0.0,4,bleA4,-79,bleA5,-65.0,bleA3,-66.0,bleA2,-61.0,,,883.524,-60.207,-437.004,-7770,1260,210,-475.5,393.0,219.0,-61.0,-66.0,-79.0,-65.0,,0.0
2021-01-21 12:25:05.100,bleT2,0.0,0.0,0.0,0.0,5,bleA3,-58,bleA2,-64.0,bleA4,-71.0,bleA5,-78.0,bleA6,-82.0,909.022,-90.097,-474.885,-21490,3220,5880,-456.0,394.5,220.5,-64.0,-58.0,-71.0,-78.0,-82.0,0.0
2021-01-21 12:25:05.200,bleT2,0.0,0.0,0.0,0.0,4,bleA3,-59,bleA2,-66.0,bleA4,-71.0,bleA5,-78.0,,,862.54,-74.298,-408.334,-36400,18690,9730,-456.0,406.5,226.5,-66.0,-59.0,-71.0,-78.0,,0.0
2021-01-21 12:25:05.300,bleT2,0.0,0.0,0.0,0.0,3,bleA3,-58,bleA2,-59.0,bleA5,-66.0,,,,,919.575,-55.022,-341.478,-35980,22330,19670,-445.5,396.0,234.0,-59.0,-58.0,,-66.0,,0.0
2021-01-21 12:25:05.400,bleT2,0.0,0.0,0.0,0.0,4,bleA3,-56,bleA2,-58.0,bleA4,-71.0,bleA5,-67.0,,,845.399,4.087,-344.467,-46480,-3640,20160,-430.5,400.5,232.5,-58.0,-56.0,-71.0,-67.0,,0.0
2021-01-21 12:25:05.500,bleT2,0.0,0.0,0.0,0.0,4,bleA4,-77,bleA6,-81.0,bleA3,-51.0,bleA2,-61.0,,,872.422,-2.44,-344.772,-51940,-5110,21420,-405.0,396.0,241.5,-61.0,-51.0,-77.0,,-81.0,0.0
2021-01-21 12:25:05.600,bleT2,0.0,0.0,0.0,0.0,3,bleA3,-51,bleA6,-72.0,bleA4,-72.0,,,,,943.243,70.333,-347.944,-67340,-11410,14910,-336.0,378.0,256.5,,-51.0,-72.0,,-72.0,0.0
2021-01-21 12:25:05.600,bleT2,0.0,0.0,0.0,0.0,2,bleA2,-74,bleA5,-82.0,,,,,,,967.46,31.903,-204.35,-61600,-70,10500,-357.0,394.5,247.5,-74.0,,,-82.0,,0.0
2021-01-21 12:25:05.700,bleT2,0.0,0.0,0.0,0.0,5,bleA3,-56,bleA4,-80.0,bleA6,-73.0,bleA5,-69.0,bleA2,-70.0,932.324,61.61,-371.856,-61180,0,30240,-312.0,385.5,258.0,-70.0,-56.0,-80.0,-69.0,-73.0,0.0
2021-01-21 12:25:05.800,bleT2,0.0,0.0,0.0,0.0,4,bleA3,-61,bleA2,-64.0,bleA4,-87.0,bleA5,-69.0,,,915.549,71.187,-332.267,-54740,3710,40320,-277.5,379.5,258.0,-64.0,-61.0,-87.0,-69.0,,0.0
2021-01-21 12:25:05.900,bleT2,0.0,0.0,0.0,0.0,4,bleA4,-75,bleA5,-67.0,bleA6,-78.0,bleA2,-61.0,,,940.864,32.33,-527.284,-55580,-39130,46970,-265.5,387.0,249.0,-61.0,,-75.0,-67.0,-78.0,0.0
2021-01-21 12:25:06.000,bleT2,0.0,0.0,0.0,0.0,5,bleA5,-66,bleA3,-52.0,bleA2,-73.0,bleA4,-72.0,bleA6,-71.0,907.436,-12.871,-439.627,-54460,-9030,43610,-258.0,406.5,234.0,-73.0,-52.0,-72.0,-66.0,-71.0,0.0
2021-01-21 12:25:06.100,bleT2,0.0,0.0,0.0,0.0,5,bleA3,-56,bleA4,-69.0,bleA5,-64.0,bleA6,-81.0,bleA2,-71.0,887.001,-20.008,-390.705,-48090,5390,41930,-238.5,408.0,235.5,-71.0,-56.0,-69.0,-64.0,-81.0,0.0
2021-01-21 12:25:06.200,bleT2,0.0,0.0,0.0,0.0,5,bleA2,-68,bleA4,-70.0,bleA5,-62.0,bleA6,-67.0,bleA3,-49.0,916.342,-75.64,-447.313,-63840,-4130,37450,-232.5,421.5,229.5,-68.0,-49.0,-70.0,-62.0,-67.0,0.0
2021-01-21 12:25:06.300,bleT2,0.0,0.0,0.0,0.0,5,bleA3,-49,bleA4,-70.0,bleA5,-81.0,bleA6,-70.0,bleA2,-62.0,856.928,-81.618,-538.325,-80080,19110,17990,-217.5,432.0,202.5,-62.0,-49.0,-70.0,-81.0,-70.0,0.0
2021-01-21 12:25:06.400,bleT2,0.0,0.0,0.0,0.0,5,bleA5,-66,bleA3,-60.0,bleA2,-69.0,bleA4,-70.0,bleA6,-70.0,852.231,-89.975,-466.589,-81200,3570,25130,-183.0,439.5,181.5,-69.0,-60.0,-70.0,-66.0,-70.0,0.0
2021-01-21 12:25:06.500,bleT2,0.0,0.0,0.0,0.0,4,bleA6,-66,bleA3,-48.0,bleA2,-66.0,bleA5,-74.0,,,811.3,-95.831,-484.157,-80850,10500,29120,-150.0,454.5,153.0,-66.0,-48.0,,-74.0,-66.0,0.0
2021-01-21 12:25:06.600,bleT2,0.0,0.0,0.0,0.0,5,bleA2,-69,bleA4,-66.0,bleA5,-64.0,bleA6,-67.0,bleA3,-47.0,858.758,-59.231,-402.417,-77980,-2100,35770,-144.0,481.5,120.0,-69.0,-47.0,-66.0,-64.0,-67.0,0.0
2021-01-21 12:25:06.700,bleT2,0.0,0.0,0.0,0.0,5,bleA4,-60,bleA6,-69.0,bleA5,-68.0,bleA3,-49.0,bleA2,-64.0,877.241,-82.472,-420.351,-89250,-70,26250,-132.0,475.5,97.5,-64.0,-49.0,-60.0,-68.0,-69.0,0.0
2021-01-21 12:25:06.800,bleT2,0.0,0.0,0.0,0.0,4,bleA5,-61,bleA3,-55.0,bleA2,-55.0,bleA4,-68.0,,,889.075,-81.923,-530.151,-93870,-7490,41440,-118.5,493.5,85.5,-55.0,-55.0,-68.0,-61.0,,0.0
2021-01-21 12:25:07.000,bleT2,0.0,0.0,0.0,0.0,5,bleA3,-49,bleA2,-65.0,bleA4,-69.0,bleA5,-65.0,bleA6,-73.0,897.127,50.691,-542.839,-87920,-7980,63560,-124.5,505.5,37.5,-65.0,-49.0,-69.0,-65.0,-73.0,0.0
2021-01-21 12:25:07.100,bleT2,0.0,0.0,0.0,0.0,5,bleA5,-66,bleA3,-56.0,bleA2,-60.0,bleA4,-71.0,bleA6,-69.0,812.642,66.246,-464.515,-79380,7420,57470,-159.0,538.5,19.5,-60.0,-56.0,-71.0,-66.0,-69.0,0.0
2021-01-21 12:25:07.200,bleT2,0.0,0.0,0.0,0.0,5,bleA4,-70,bleA6,-66.0,bleA5,-71.0,bleA3,-68.0,bleA2,-62.0,836.493,26.169,-425.475,-71330,4970,31920,-181.5,553.5,-12.0,-62.0,-68.0,-70.0,-71.0,-66.0,0.0
2021-01-21 12:25:07.300,bleT2,0.0,0.0,0.0,0.0,4,bleA3,-61,bleA2,-54.0,bleA4,-78.0,bleA5,-61.0,,,878.705,3.355,-396.805,-80430,22750,-3780,-163.5,556.5,-42.0,-54.0,-61.0,-78.0,-61.0,,0.0
2021-01-21 12:25:07.400,bleT2,0.0,0.0,0.0,0.0,5,bleA4,-64,bleA5,-64.0,bleA6,-71.0,bleA3,-64.0,bleA2,-62.0,949.526,28.731,-360.571,-67410,-17430,1610,-163.5,555.0,-63.0,-62.0,-64.0,-64.0,-64.0,-71.0,0.0
2021-01-21 12:25:07.500,bleT2,0.0,0.0,0.0,0.0,5,bleA2,-55,bleA4,-72.0,bleA5,-64.0,bleA6,-79.0,bleA3,-54.0,947.696,22.936,-436.15,-47810,2660,6020,-157.5,571.5,-81.0,-55.0,-54.0,-72.0,-64.0,-79.0,0.0
2021-01-21 12:25:07.600,bleT2,0.0,0.0,0.0,0.0,4,bleA3,-66,bleA2,-71.0,bleA5,-67.0,bleA4,-71.0,,,912.072,-27.45,-309.331,-22540,13790,24220,-168.0,562.5,-96.0,-71.0,-66.0,-71.0,-67.0,,0.0
2021-01-21 12:25:07.700,bleT2,0.0,0.0,0.0,0.0,4,bleA3,-56,bleA2,-61.0,bleA4,-71.0,bleA5,-66.0,,,924.028,-58.804,-302.011,8050,5460,18760,-190.5,564.0,-97.5,-61.0,-56.0,-71.0,-66.0,,0.0
2021-01-21 12:25:07.800,bleT2,0.0,0.0,0.0,0.0,5,bleA4,-76,bleA5,-65.0,bleA6,-68.0,bleA3,-59.0,bleA2,-55.0,908.412,-48.251,-297.497,22120,8400,8890,-204.0,574.5,-81.0,-55.0,-59.0,-76.0,-65.0,-68.0,0.0
2021-01-21 12:25:07.900,bleT2,0.0,0.0,0.0,0.0,5,bleA5,-67,bleA6,-74.0,bleA3,-56.0,bleA2,-61.0,bleA4,-82.0,913.963,-66.795,-462.136,23100,-15540,5880,-219.0,574.5,-64.5,-61.0,-56.0,-82.0,-67.0,-74.0,0.0
2021-01-21 12:25:08.000,bleT2,0.0,0.0,0.0,0.0,5,bleA4,-74,bleA6,-64.0,bleA3,-58.0,bleA2,-54.0,bleA5,-65.0,960.445,-76.799,-645.197,21910,-54180,-11900,-219.0,574.5,-48.0,-54.0,-58.0,-74.0,-65.0,-64.0,0.0
2021-01-21 12:25:08.100,bleT2,0.0,0.0,0.0,0.0,5,bleA4,-71,bleA5,-66.0,bleA6,-73.0,bleA3,-52.0,bleA2,-55.0,807.091,-112.179,-302.499,10220,36330,-17850,-192.0,565.5,-66.0,-55.0,-52.0,-71.0,-66.0,-73.0,0.0
2021-01-21 12:25:08.200,bleT2,0.0,0.0,0.0,0.0,3,bleA4,-78,bleA6,-63.0,bleA3,-52.0,,,,,790.072,-193.675,-490.196,20020,-50190,3850,-201.0,571.5,-46.5,,-52.0,-78.0,,-63.0,0.0
2021-01-21 12:25:08.200,bleT2,0.0,0.0,0.0,0.0,2,bleA5,-66,bleA2,-57.0,,,,,,,844.728,-157.624,-270.779,-2730,9450,-8680,-198.0,562.5,-45.0,-57.0,,,-66.0,,0.0
2021-01-21 12:25:08.300,bleT2,0.0,0.0,0.0,0.0,5,bleA3,-53,bleA2,-67.0,bleA4,-71.0,bleA6,-74.0,bleA5,-75.0,771.955,-184.098,-325.496,910,3710,-9310,-189.0,564.0,-45.0,-67.0,-53.0,-71.0,-75.0,-74.0,0.0
2021-01-21 12:25:08.400,bleT2,0.0,0.0,0.0,0.0,5,bleA3,-53,bleA4,-67.0,bleA5,-66.0,bleA6,-66.0,bleA2,-58.0,891.088,-111.63,-421.876,-9520,15190,-5040,-181.5,558.0,-45.0,-58.0,-53.0,-67.0,-66.0,-66.0,0.0
2021-01-21 12:25:08.500,bleT2,0.0,0.0,0.0,0.0,4,bleA5,-67,bleA3,-56.0,bleA2,-56.0,bleA4,-79.0,,,1014.369,-125.477,-243.695,-18970,19740,5460,-186.0,570.0,-63.0,-56.0,-56.0,-79.0,-67.0,,0.0
2021-01-21 12:25:08.600,bleT2,0.0,0.0,0.0,0.0,5,bleA3,-49,bleA2,-70.0,bleA4,-67.0,bleA5,-59.0,bleA6,-71.0,1022.421,-25.742,-551.623,-34860,-23100,11060,-190.5,571.5,-70.5,-70.0,-49.0,-67.0,-59.0,-71.0,0.0
2021-01-21 12:25:08.700,bleT2,0.0,0.0,0.0,0.0,1,bleA3,-57,,,,,,,,,824.903,114.07,-510.204,-33880,14490,21630,-204.0,568.5,-75.0,,-57.0,,,,0.0
2021-01-21 12:25:08.800,bleT2,0.0,0.0,0.0,0.0,5,bleA3,-63,bleA4,-74.0,bleA6,-72.0,bleA5,-62.0,bleA2,-75.0,847.412,133.468,-387.289,-33110,12320,30170,-235.5,577.5,-105.0,-75.0,-63.0,-74.0,-62.0,-72.0,0.0
2021-01-21 12:25:08.900,bleT2,0.0,0.0,0.0,0.0,5,bleA5,-65,bleA3,-55.0,bleA2,-65.0,bleA4,-71.0,bleA6,-73.0,754.265,-4.331,-320.25,-33670,4620,5460,-244.5,589.5,-106.5,-65.0,-55.0,-71.0,-65.0,-73.0,0.0
2021-01-21 12:25:09.100,bleT2,0.0,0.0,0.0,0.0,4,bleA3,-48,bleA2,-66.0,bleA5,-73.0,bleA6,-68.0,,,868.457,-63.501,-413.702,-7070,-27720,-2940,-240.0,579.0,-102.0,-66.0,-48.0,,-73.0,-68.0,0.0
2021-01-21 12:25:09.200,bleT2,0.0,0.0,0.0,0.0,5,bleA5,-66,bleA3,-51.0,bleA2,-56.0,bleA4,-71.0,bleA6,-71.0,931.287,-63.135,-524.051,20300,-24850,-3080,-247.5,576.0,-85.5,-56.0,-51.0,-71.0,-66.0,-71.0,0.0
2021-01-21 12:25:09.300,bleT2,0.0,0.0,0.0,0.0,4,bleA4,-72,bleA5,-63.0,bleA6,-78.0,bleA2,-60.0,,,912.133,-16.409,-539.179,29610,25270,-26460,-231.0,582.0,-78.0,-60.0,,-72.0,-63.0,-78.0,0.0
2021-01-21 12:25:09.400,bleT2,0.0,0.0,0.0,0.0,5,bleA4,-66,bleA5,-65.0,bleA6,-71.0,bleA3,-53.0,bleA2,-61.0,829.6,57.218,-225.09,37730,69230,-47040,-225.0,562.5,-112.5,-61.0,-53.0,-66.0,-65.0,-71.0,0.0
2021-01-21 12:25:09.500,bleT2,0.0,0.0,0.0,0.0,5,bleA3,-50,bleA2,-60.0,bleA4,-76.0,bleA5,-68.0,bleA6,-71.0,779.641,-3.111,-409.981,42700,48510,5040,-201.0,555.0,-132.0,-60.0,-50.0,-76.0,-68.0,-71.0,0.0
2021-01-21 12:25:09.600,bleT2,0.0,0.0,0.0,0.0,4,bleA4,-71,bleA6,-74.0,bleA5,-65.0,bleA3,-57.0,,,981.368,-89.487,-125.172,24150,-4970,7070,-190.5,562.5,-156.0,,-57.0,-71.0,-65.0,-74.0,0.0
2021-01-21 12:25:09.700,bleT2,0.0,0.0,0.0,0.0,5,bleA4,-73,bleA6,-73.0,bleA3,-51.0,bleA2,-63.0,bleA5,-67.0,963.068,-56.181,-221.613,2310,-39130,-5670,-178.5,558.0,-157.5,-63.0,-51.0,-73.0,-67.0,-73.0,0.0
2021-01-21 12:25:09.800,bleT2,0.0,0.0,0.0,0.0,5,bleA3,-52,bleA2,-60.0,bleA4,-67.0,bleA5,-64.0,bleA6,-71.0,1019.737,-36.356,-224.846,-23660,-9240,3640,-183.0,565.5,-129.0,-60.0,-52.0,-67.0,-64.0,-71.0,0.0
2021-01-21 12:25:09.900,bleT2,0.0,0.0,0.0,0.0,4,bleA3,-46,bleA2,-62.0,bleA4,-64.0,bleA6,-68.0,,,948.306,138.226,-304.878,-36960,-18130,24850,-190.5,570.0,-145.5,-62.0,-46.0,-64.0,,-68.0,0.0
2021-01-21 12:25:10.000,bleT2,0.0,0.0,0.0,0.0,5,bleA5,-61,bleA3,-66.0,bleA2,-64.0,bleA6,-71.0,bleA4,-63.0,951.661,97.112,-249.185,-53130,-19390,13860,-204.0,585.0,-139.5,-64.0,-66.0,-63.0,-61.0,-71.0,0.0
2021-01-21 12:25:10.100,bleT2,0.0,0.0,0.0,0.0,5,bleA4,-71,bleA6,-77.0,bleA3,-48.0,bleA2,-71.0,bleA5,-67.0,834.785,113.521,-267.79,-52990,-22190,10220,-214.5,582.0,-121.5,-71.0,-48.0,-71.0,-67.0,-77.0,0.0
2021-01-21 12:25:10.200,bleT2,0.0,0.0,0.0,0.0,5,bleA5,-64,bleA6,-72.0,bleA3,-61.0,bleA2,-70.0,bleA4,-63.0,938.241,1.708,-490.684,-30380,-24150,16590,-231.0,582.0,-130.5,-70.0,-61.0,-63.0,-64.0,-72.0,0.0
2021-01-21 12:25:10.300,bleT2,0.0,0.0,0.0,0.0,4,bleA3,-51,bleA4,-65.0,bleA5,-66.0,bleA6,-82.0,,,889.685,-19.337,-398.879,3500,-15470,6160,-250.5,576.0,-120.0,,-51.0,-65.0,-66.0,-82.0,0.0
2021-01-21 12:25:10.400,bleT2,0.0,0.0,0.0,0.0,4,bleA5,-61,bleA3,-57.0,bleA2,-68.0,bleA4,-71.0,,,921.1,-9.821,-392.535,28280,-5040,-560,-250.5,576.0,-108.0,-68.0,-57.0,-71.0,-61.0,,0.0
2021-01-21 12:25:10.500,bleT2,0.0,0.0,0.0,0.0,4,bleA3,-49,bleA4,-61.0,bleA6,-76.0,bleA5,-66.0,,,975.146,11.224,-551.44,46200,-33460,-15330,-252.0,586.5,-93.0,,-49.0,-61.0,-66.0,-76.0,0.0
2021-01-21 12:25:10.600,bleT2,0.0,0.0,0.0,0.0,5,bleA5,-58,bleA3,-59.0,bleA2,-60.0,bleA4,-62.0,bleA6,-64.0,795.074,-23.119,-409.554,16520,37660,-38080,-228.0,577.5,-94.5,-60.0,-59.0,-62.0,-58.0,-64.0,0.0
2021-01-21 12:25:10.700,bleT2,0.0,0.0,0.0,0.0,5,bleA3,-50,bleA2,-57.0,bleA4,-64.0,bleA5,-76.0,bleA6,-68.0,854.671,-89.609,-519.659,14070,-10290,1820,-217.5,556.5,-72.0,-57.0,-50.0,-64.0,-76.0,-68.0,0.0
2021-01-21 12:25:10.800,bleT2,0.0,0.0,0.0,0.0,5,bleA5,-58,bleA3,-63.0,bleA2,-61.0,bleA4,-66.0,bleA6,-64.0,772.016,-109.312,-489.708,-6020,6160,7770,-225.0,558.0,-63.0,-61.0,-63.0,-66.0,-58.0,-64.0,0.0
2021-01-21 12:25:10.900,bleT2,0.0,0.0,0.0,0.0,5,bleA4,-65,bleA5,-72.0,bleA6,-68.0,bleA3,-54.0,bleA2,-60.0,825.757,-43.798,-485.011,-8960,17080,-3640,-249.0,567.0,-72.0,-60.0,-54.0,-65.0,-72.0,-68.0,0.0
2021-01-21 12:25:11.000,bleT2,0.0,0.0,0.0,0.0,4,bleA2,-61,bleA4,-66.0,bleA5,-58.0,bleA6,-64.0,,,870.714,-159.027,-467.26,-4620,-4200,9520,-253.5,570.0,-84.0,-61.0,,-66.0,-58.0,-64.0,0.0
2021-01-21 12:25:11.200,bleT2,0.0,0.0,0.0,0.0,5,bleA3,-53,bleA2,-60.0,bleA4,-65.0,bleA6,-70.0,bleA5,-78.0,839.421,-93.513,-506.605,-770,-4690,9660,-259.5,577.5,-84.0,-60.0,-53.0,-65.0,-78.0,-70.0,0.0
2021-01-21 12:25:11.300,bleT2,0.0,0.0,0.0,0.0,5,bleA5,-57,bleA3,-65.0,bleA2,-57.0,bleA4,-66.0,bleA6,-64.0,838.933,-48.19,-481.046,6300,7420,140,-256.5,567.0,-91.5,-57.0,-65.0,-66.0,-57.0,-64.0,0.0
