,time,tagID,x,y,z,quality
340,2021-09-06 00:00:34.000,tag1,2.5166285979678107,9.095426414840482,0.0,0
341,2021-09-06 00:00:34.100,tag1,2.5207674918853202,9.145121395585429,0.0,0
342,2021-09-06 00:00:34.200,tag1,2.508999458851609,9.154245950814035,0.0,0
343,2021-09-06 00:00:34.300,tag1,2.45832880221728,9.179037017633982,0.0,0
344,2021-09-06 00:00:34.400,tag1,2.5162598556783635,9.240504661567508,0.0,0
345,2021-09-06 00:00:34.500,tag1,2.4745974546780256,9.258028556197926,0.0,0
346,2021-09-06 00:00:34.600,tag1,2.5054516298010476,9.29879259400152,0.0,0
347,2021-09-06 00:00:34.700,tag1,2.509710760774324,9.326913087531697,0.0,0
348,2021-09-06 00:00:34.800,tag1,2.499035078847431,9.360506625952185,0.0,0
349,2021-09-06 00:00:34.900,tag1,2.4768622847038726,9.35563732972368,0.0,0
350,2021-09-06 00:00:35.000,tag1,2.5258524675566703,9.41678568414576,0.0,0
351,2021-09-06 00:00:35.100,tag1,2.5054359601707423,9.468909174608038,0.0,0
352,2021-09-06 00:00:35.200,tag1,2.490191416151573,9.512413930644035,0.0,0
353,2021-09-06 00:00:35.300,tag1,2.461744359434588,9.519593269766235,0.0,0
354,2021-09-06 00:00:35.400,tag1,2.4798145381427403,9.54992921963375,0.0,0
355,2021-09-06 00:00:35.500,tag1,2.4853328553997573,9.584526746699801,0.0,0
356,2021-09-06 00:00:35.600,tag1,2.4939731214016354,9.614114855660318,0.0,0
357,2021-09-06 00:00:35.700,tag1,2.489720184547405,9.652893059335266,0.0,0
358,2021-09-06 00:00:35.800,tag1,2.467877616459849,9.681064576761461,0.0,0
359,2021-09-06 00:00:35.900,tag1,2.5146440972438993,9.694767610914651,0.0,0
360,2021-09-06 00:00:36.000,tag1,2.4885388356943876,9.748210100277076,0.0,0
361,2021-09-06 00:00:36.100,tag1,2.5019837721450857,9.762934972282077,0.0,0
362,2021-09-06 00:00:36.200,tag1,2.4875120199594654,9.82621366563386,0.0,0
363,2021-09-06 00:00:36.300,tag1,2.5240545177243545,9.819221632514868,0.0,0
364,2021-09-06 00:00:36.400,tag1,2.4813859629179875,9.886884271674619,0.0,0
365,2021-09-06 00:00:36.500,tag1,2.4858180659864364,9.941735970103993,0.0,0
366,2021-09-06 00:00:36.600,tag1,2.4996290267428347,9.978421200987631,0.0,0
367,2021-09-06 00:00:36.700,tag1,2.503674962956798,9.974502947412514,0.0,0
368,2021-09-06 00:00:36.800,tag1,2.5068714069039313,9.987037265519895,0.0,0
369,2021-09-06 00:00:36.900,tag1,2.4898018349597524,10.047880803408038,0.0,0
370,2021-09-06 00:00:37.000,tag1,2.5183865663533234,10.068441766810754,0.0,0
371,2021-09-06 00:00:37.100,tag1,2.5066091675531905,10.12820531060839,0.0,0
372,2021-09-06 00:00:37.200,tag1,2.531784577281068,10.137545635661748,0.0,0
373,2021-09-06 00:00:37.300,tag1,2.4735708642101875,10.166660611772224,0.0,0
374,2021-09-06 00:00:37.400,tag1,2.5310441987722245,10.178604751238614,0.0,0
375,2021-09-06 00:00:37.500,tag1,2.5081715803534776,10.265483947119375,0.0,0
376,2021-09-06 00:00:37.600,tag1,2.5042803788081844,10.27722211261806,0.0,0
377,2021-09-06 00:00:37.700,tag1,2.50161619452507,10.333268212342656,0.0,0
378,2021-09-06 00:00:37.800,tag1,2.4893811541000925,10.353275166470068,0.0,0
379,2021-09-06 00:00:37.900,tag1,2.4959267301512105,10.324389842763106,0.0,0
380,2021-09-06 00:00:38.000,tag1,2.5023916040758745,10.436202371240489,0.0,0
381,2021-09-06 00:00:38.100,tag1,2.50989498080585,10.443548070200729,0.0,0
382,2021-09-06 00:00:38.200,tag1,2.5453242253582666,10.474578857976141,0.0,0
383,2021-09-06 00:00:38.300,tag1,2.4912225589425807,10.529995798894852,0.0,0
384,2021-09-06 00:00:38.400,tag1,2.503199069016968,10.56277656761994,0.0,0
385,2021-09-06 00:00:38.500,tag1,2.4976802038183488,10.602165509208778,0.0,0
386,2021-09-06 00:00:38.600,tag1,2.5272355742025567,10.639119646892787,0.0,0
387,2021-09-06 00:00:38.700,tag1,2.5069893769708576,10.650226510114603,0.0,0
388,2021-09-06 00:00:38.800,tag1,2.5232029291987628,10.661550715450872,0.0,0
389,2021-09-06 00:00:38.900,tag1,2.462948599229804,10.690719927096625,0.0,0
390,2021-09-06 00:00:39.000,tag1,2.513464218597953,10.713933448705866,0.0,0
391,2021-09-06 00:00:39.100,tag1,2.5106831368260685,10.799425143811373,0.0,0
392,2021-09-06 00:00:39.200,tag1,2.504760253504962,10.82258830528042,0.0,0
393,2021-09-06 00:00:39.300,tag1,2.5305267604697663,10.856654840891457,0.0,0
394,2021-09-06 00:00:39.400,tag1,2.4557279491750257,10.865305237250952,0.0,0
395,2021-09-06 00:00:39.500,tag1,2.5324274515352863,10.88550270469081,0.0,0
396,2021-09-06 00:00:39.600,tag1,2.5031536675725508,10.946880498207083,0.0,0
397,2021-09-06 00:00:39.700,tag1,2.5041800675685746,10.989567338572979,0.0,0
398,2021-09-06 00:00:39.800,tag1,2.5104182748261006,11.018707690500714,0.0,0
399,2021-09-06 00:00:39.900,tag1,2.4891289311052645,11.053754327561052,0.0,0
400,2021-09-06 00:00:40.000,tag1,2.5038766965747,11.102467072912296,0.0,0
401,2021-09-06 00:00:40.100,tag1,2.4910403242514763,11.121237983906951,0.0,0
402,2021-09-06 00:00:40.200,tag1,2.5024255053915865,11.141941536955546,0.0,0
403,2021-09-06 00:00:40.300,tag1,2.5197234679694547,11.153252613204927,0.0,0
404,2021-09-06 00:00:40.400,tag1,2.5270966555977417,11.192088778402262,0.0,0
405,2021-09-06 00:00:40.500,tag1,2.5388013726396554,11.210318128758782,0.0,0
406,2021-09-06 00:00:40.600,tag1,2.5002868115959385,11.255084646857735,0.0,0
407,2021-09-06 00:00:40.700,tag1,2.498800684921256,11.33557412381213,0.0,0
408,2021-09-06 00:00:40.800,tag1,2.504518591996138,11.369357745719254,0.0,0
409,2021-09-06 00:00:40.900,tag1,2.5349697515918717,11.339905091072428,0.0,0
410,2021-09-06 00:00:41.000,tag1,2.5228319973087685,11.405991127007642,0.0,0
411,2021-09-06 00:00:41.100,tag1,2.500442301216527,11.43945810969733,0.0,0
412,2021-09-06 00:00:41.200,tag1,2.5079252388435602,11.473696550097458,0.0,0
413,2021-09-06 00:00:41.300,tag1,2.4913240834475547,11.490423402048762,0.0,0
414,2021-09-06 00:00:41.400,tag1,2.491046615431885,11.504985065652292,0.0,0
415,2021-09-06 00:00:41.500,tag1,2.465009136539315,11.56645359512301,0.0,0
416,2021-09-06 00:00:41.600,tag1,2.505319823419473,11.618001263517616,0.0,0
417,2021-09-06 00:00:41.700,tag1,2.499555029475685,11.637038860932579,0.0,0
418,2021-09-06 00:00:41.800,tag1,2.513643496839727,11.648596108564085,0.0,0
419,2021-09-06 00:00:41.900,tag1,2.5243703335295216,11.684704912639083,0.0,0
420,2021-09-06 00:00:42.000,tag1,2.5346594478645317,11.72276229202148,0.0,0
421,2021-09-06 00:00:42.100,tag1,2.498600289395348,11.743244771688087,0.0,0
422,2021-09-06 00:00:42.200,tag1,2.4948991769084885,11.812213149637223,0.0,0
423,2021-09-06 00:00:42.300,tag1,2.5110014144403436,11.833213152268868,0.0,0
424,2021-09-06 00:00:42.400,tag1,2.490998399529395,11.85779774286972,0.0,0
425,2021-09-06 00:00:42.500,tag1,2.500241136114522,11.91630740774065,0.0,0
426,2021-09-06 00:00:42.600,tag1,2.485360833895696,11.930886913320181,0.0,0
427,2021-09-06 00:00:42.700,tag1,2.487602658720098,11.96837774577254,0.0,0
428,2021-09-06 00:00:42.800,tag1,2.482938402938563,11.995615051642563,0.0,0
429,2021-09-06 00:00:42.900,tag1,2.480190805757169,12.011124315907049,0.0,0
430,2021-09-06 00:00:43.000,tag1,2.4722108697327223,12.058715928637206,0.0,0
431,2021-09-06 00:00:43.100,tag1,2.5131509036848687,12.093135369365847,0.0,0
432,2021-09-06 00:00:43.200,tag1,2.5209687359789856,12.137913309547159,0.0,0
