,time,tagID,x,y,z,quality
0,2021-09-06 00:00:00.000,tag1,2.486292872375388,4.205622762240762,0.0,0
1,2021-09-06 00:00:00.100,tag1,2.501872689723862,4.201043643347337,0.0,0
2,2021-09-06 00:00:00.200,tag1,2.5023351517256898,4.233240734120916,0.0,0
3,2021-09-06 00:00:00.300,tag1,2.505127999659465,4.178997518254993,0.0,0
4,2021-09-06 00:00:00.400,tag1,2.5282441990298365,4.225847678702303,0.0,0
5,2021-09-06 00:00:00.500,tag1,2.515653872826906,4.246303274738602,0.0,0
6,2021-09-06 00:00:00.600,tag1,2.4950424260308024,4.204196446362218,0.0,0
7,2021-09-06 00:00:00.700,tag1,2.5190616777587405,4.228024046885258,0.0,0
8,2021-09-06 00:00:00.800,tag1,2.4991271687527803,4.18644447573626,0.0,0
9,2021-09-06 00:00:00.900,tag1,2.4914140837201435,4.160614049002543,0.0,0
10,2021-09-06 00:00:01.000,tag1,2.4725864426186854,4.188295802058029,0.0,0
11,2021-09-06 00:00:01.100,tag1,2.4819788593807433,4.20823330709457,0.0,0
12,2021-09-06 00:00:01.200,tag1,2.4348656544681284,4.184497832020941,0.0,0
13,2021-09-06 00:00:01.300,tag1,2.500789576742891,4.205205977472815,0.0,0
14,2021-09-06 00:00:01.400,tag1,2.4708589025625143,4.174441378626156,0.0,0
15,2021-09-06 00:00:01.500,tag1,2.507933937140241,4.211856307388182,0.0,0
16,2021-09-06 00:00:01.600,tag1,2.5091095618131622,4.198499045907623,0.0,0
17,2021-09-06 00:00:01.700,tag1,2.4967894199282767,4.185321407026762,0.0,0
18,2021-09-06 00:00:01.800,tag1,2.4997905986819684,4.190796671333749,0.0,0
19,2021-09-06 00:00:01.900,tag1,2.5377839261266915,4.187887166389312,0.0,0
20,2021-09-06 00:00:02.000,tag1,2.53135470249063,4.1634220481311,0.0,0
21,2021-09-06 00:00:02.100,tag1,2.495627102389504,4.32232585685501,0.0,0
22,2021-09-06 00:00:02.200,tag1,2.513151897867997,4.279678751825894,0.0,0
23,2021-09-06 00:00:02.300,tag1,2.4582188863771908,4.347774852208941,0.0,0
24,2021-09-06 00:00:02.400,tag1,2.5131659504530663,4.412835296156454,0.0,0
25,2021-09-06 00:00:02.500,tag1,2.523424344235202,4.4514204757373665,0.0,0
26,2021-09-06 00:00:02.600,tag1,2.525386248697775,4.428476943941346,0.0,0
27,2021-09-06 00:00:02.700,tag1,2.504530586063212,4.509878785225546,0.0,0
28,2021-09-06 00:00:02.800,tag1,2.5147137799034427,4.5681139382979,0.0,0
29,2021-09-06 00:00:02.900,tag1,2.516054578534696,4.625400855753903,0.0,0
30,2021-09-06 00:00:03.000,tag1,2.461886525984739,4.638239337721873,0.0,0
31,2021-09-06 00:00:03.100,tag1,2.5029630355809984,4.655420195801693,0.0,0
32,2021-09-06 00:00:03.200,tag1,2.5369760926718876,4.7160161129621585,0.0,0
33,2021-09-06 00:00:03.300,tag1,2.486287943213025,4.751941409603346,0.0,0
34,2021-09-06 00:00:03.400,tag1,2.5001496320174335,4.800003121772912,0.0,0
35,2021-09-06 00:00:03.500,tag1,2.5279497353885065,4.8279735314913585,0.0,0
36,2021-09-06 00:00:03.600,tag1,2.4869979436466907,4.883166143011609,0.0,0
37,2021-09-06 00:00:03.700,tag1,2.474435738376679,4.902742250563618,0.0,0
38,2021-09-06 00:00:03.800,tag1,2.5417748892725918,4.952068113004025,0.0,0
39,2021-09-06 00:00:03.900,tag1,2.510947639204392,5.016364791630209,0.0,0
40,2021-09-06 00:00:04.000,tag1,2.5143694966103776,5.058254915619037,0.0,0
41,2021-09-06 00:00:04.100,tag1,2.49732494444503,5.094791340533106,0.0,0
42,2021-09-06 00:00:04.200,tag1,2.5164633125205764,5.132692511604283,0.0,0
43,2021-09-06 00:00:04.300,tag1,2.4724290844335144,5.167543957815001,0.0,0
44,2021-09-06 00:00:04.400,tag1,2.52769157084743,5.196544895655321,0.0,0
45,2021-09-06 00:00:04.500,tag1,2.4833879702242143,5.250911697445002,0.0,0
46,2021-09-06 00:00:04.600,tag1,2.520482351255943,5.259165581958205,0.0,0
47,2021-09-06 00:00:04.700,tag1,2.5023886522262324,5.332587853090179,0.0,0
48,2021-09-06 00:00:04.800,tag1,2.4535712565790213,5.377649799555482,0.0,0
49,2021-09-06 00:00:04.900,tag1,2.461870173420825,5.446372022399386,0.0,0
50,2021-09-06 00:00:05.000,tag1,2.4640533973495953,5.46422226046234,0.0,0
51,2021-09-06 00:00:05.100,tag1,2.515179961536364,5.521493715322175,0.0,0
52,2021-09-06 00:00:05.200,tag1,2.520099294590728,5.549651645239336,0.0,0
53,2021-09-06 00:00:05.300,tag1,2.5206402274853033,5.565342827422281,0.0,0
54,2021-09-06 00:00:05.400,tag1,2.471737746289735,5.628554615214862,0.0,0
55,2021-09-06 00:00:05.500,tag1,2.4819748688904992,5.6468503018485405,0.0,0
56,2021-09-06 00:00:05.600,tag1,2.5293231344521145,5.700384059100038,0.0,0
57,2021-09-06 00:00:05.700,tag1,2.501697989771816,5.7683655668619425,0.0,0
58,2021-09-06 00:00:05.800,tag1,2.531928287213874,5.823286717101545,0.0,0
59,2021-09-06 00:00:05.900,tag1,2.5237334515555365,5.8330057474879595,0.0,0
60,2021-09-06 00:00:06.000,tag1,2.50901153156865,5.858020776895409,0.0,0
61,2021-09-06 00:00:06.100,tag1,2.50323584111722,5.877735579172718,0.0,0
62,2021-09-06 00:00:06.200,tag1,2.4962002163144827,5.9667371078010785,0.0,0
