timestamp,tagID,pos_x,pos_y,pos_z,quality,n_dist,anchorID_1,dist_1,anchorID_2,dist_2,anchorID_3,dist_3,anchorID_4,dist_4,anchorID_5,dist_5,accelerometro,ax,ay,az,giroscopio,gx,gy,gz,magnetometro,mx,my,mz
21:48.1,bleT2,-,-,-,0,2,bleA3,-50,bleA6,-62,A,920.612,49.715,-330.559,G,-280,-210,-560,M,-139.5,471,87,,,,,,
21:48.2,bleT2,-,-,-,0,3,bleA2,-63,bleA3,-55,bleA5,-63,A,923.296,50.142,-330.01,G,-350,-280,-560,M,-147,490.5,90,,,,
21:48.3,bleT2,-,-,-,0,4,bleA6,-65,bleA2,-75,bleA4,-67,bleA3,-50,A,921.954,53.07,-327.204,G,-350,0,-630,M,-133.5,484.5,82.5,,
21:48.4,bleT2,-,-,-,0,4,bleA5,-63,bleA6,-66,bleA2,-63,bleA3,-56,A,916.22,50.935,-328.668,G,-350,0,-770,M,-139.5,490.5,79.5,,
21:48.5,bleT2,-,-,-,0,5,bleA2,-76,bleA4,-67,bleA3,-50,bleA5,-60,bleA6,-62,A,920.185,47.519,-328.668,G,-350,-70,-700,M,-136.5,487.5,85.5
21:48.6,bleT2,-,-,-,0,5,bleA6,-65,bleA2,-65,bleA4,-83,bleA3,-55,bleA5,-63,A,919.087,53.619,-329.888,G,-210,-210,-630,M,-135,481.5,90
21:48.7,bleT2,-,-,-,0,4,bleA6,-65,bleA2,-75,bleA4,-67,bleA3,-49,A,917.745,50.874,-331.901,G,-280,-210,-630,M,-130.5,487.5,81,,
21:48.8,bleT2,-,-,-,0,5,bleA6,-66,bleA2,-64,bleA4,-85,bleA3,-56,bleA5,-63,A,919.819,50.874,-328.424,G,-280,-210,-630,M,-133.5,478.5,84
21:48.9,bleT2,-,-,-,0,5,bleA2,-74,bleA4,-75,bleA3,-50,bleA5,-60,bleA6,-62,A,920.917,51.972,-329.888,G,-280,-140,-630,M,-136.5,478.5,87
21:49.0,bleT2,-,-,-,0,4,bleA2,-61,bleA4,-83,bleA5,-63,bleA6,-66,A,922.625,50.081,-329.278,G,-280,-70,-630,M,-135,483,76.5,,
21:49.1,bleT2,-,-,-,0,3,bleA2,-78,bleA3,-50,bleA4,-68,A,919.514,51.301,-327.692,G,-280,-280,-560,M,-139.5,492,76.5,,,,
21:49.2,bleT2,-,-,-,0,4,bleA6,-66,bleA2,-65,bleA3,-55,bleA5,-63,A,925.187,46.909,-327.692,G,-280,-280,-630,M,-150,480,79.5,,
21:49.4,bleT2,-,-,-,0,5,bleA2,-77,bleA3,-50,bleA4,-68,bleA5,-60,bleA6,-62,A,917.989,52.033,-328.546,G,-280,-420,-560,M,-138,486,81
21:49.5,bleT2,-,-,-,0,3,bleA5,-63,bleA6,-66,bleA2,-62,A,918.538,51.179,-326.777,G,-280,-490,-630,M,-138,481.5,87,,,,
21:49.6,bleT2,-,-,-,0,3,bleA6,-64,bleA2,-77,bleA3,-50,A,921.283,51.85,-329.4,G,-280,-140,-630,M,-127.5,490.5,78,,,,
21:49.7,bleT2,-,-,-,0,2,bleA2,-61,bleA3,-56,A,920.856,49.898,-326.716,G,-280,-70,-630,M,-141,484.5,78,,,,,,
21:49.7,bleT2,-,-,-,0,2,bleA5,-63,bleA6,-66,A,920.734,51.118,-330.559,G,-210,-140,-700,M,-144,487.5,78,,,,,,
