timestamp,tagID,pos_x,pos_y,pos_z,quality,n_dist,anchorID_1,dist_1,anchorID_2,dist_2,anchorID_3,dist_3,anchorID_4,dist_4,anchorID_5,dist_5,accelerometro,ax,ay,az,giroscopio,gx,gy,gz,magnetometro,mx,my,mz
21:32.9,bleT2,-,-,-,0,4,bleA5,-65,bleA6,-69,bleA2,-59,bleA4,-74,A,140.361,-969.412,373.259,G,54320,-55720,4200,M,-736.5,43.5,-229.5,,
21:33.0,bleT2,-,-,-,0,4,bleA2,-57,bleA4,-83,bleA3,-53,bleA6,-68,A,-350.506,-1153.144,-390.949,G,-76090,-75740,19180,M,-723,37.5,-229.5,,
21:33.1,bleT2,-,-,-,0,4,bleA2,-56,bleA4,-76,bleA5,-81,bleA6,-72,A,0.061,-996.435,466.345,G,33740,-50260,-15190,M,-733.5,67.5,-262.5,,
21:33.2,bleT2,-,-,-,0,1,bleA6,-74,A,215.452,-805.505,116.937,G,59570,-43050,-23870,M,-745.5,91.5,-270,,,,,,,,
21:33.3,bleT2,-,-,-,0,4,bleA2,-59,bleA4,-86,bleA3,-55,bleA5,-68,A,71.126,-1005.097,-85.461,G,-24990,-62020,-2940,M,-738,103.5,-292.5,,
21:33.4,bleT2,-,-,-,0,3,bleA2,-64,bleA4,-85,bleA3,-55,A,169.336,-976,24.827,G,31570,-44940,-15190,M,-735,120,-319.5,,,,
21:33.5,bleT2,-,-,-,0,4,bleA2,-58,bleA4,-72,bleA5,-71,bleA6,-70,A,79.239,-979.355,221.308,G,19390,-26950,13860,M,-727.5,127.5,-337.5,,
21:33.6,bleT2,-,-,-,0,1,bleA2,-55,A,199.897,-1178.398,19.642,G,-17570,-16240,2100,M,-738,129,-336,,,,,,,,
21:33.6,bleT2,-,-,-,0,3,bleA4,-72,bleA3,-55,bleA6,-81,A,135.847,-1030.473,210.328,G,-17220,5670,-10850,M,-727.5,124.5,-328.5,,,,
21:33.7,bleT2,-,-,-,0,5,bleA4,-70,bleA5,-69,bleA6,-78,bleA2,-59,bleA3,-55,A,273.829,-976.915,211.792,G,48300,840,26180,M,-720,127.5,-340.5
21:33.8,bleT2,-,-,-,0,5,bleA5,-78,bleA2,-54,bleA4,-73,bleA3,-56,bleA6,-83,A,348.249,-822.341,69.784,G,20020,17010,18970,M,-718.5,120,-351
21:33.9,bleT2,-,-,-,0,5,bleA6,-80,bleA2,-60,bleA3,-58,bleA4,-68,bleA5,-72,A,-83.082,-911.035,96.746,G,280,9800,28070,M,-717,99,-339
21:34.0,bleT2,-,-,-,0,4,bleA2,-54,bleA6,-80,bleA4,-76,bleA3,-58,A,92.964,-911.157,160.186,G,23940,-5950,-7910,M,-709.5,99,-342,,
21:34.1,bleT2,-,-,-,0,5,bleA2,-55,bleA4,-72,bleA3,-51,bleA5,-69,bleA6,-72,A,125.233,-1133.502,97.905,G,-4550,-19320,-12740,M,-714,102,-357
21:34.2,bleT2,-,-,-,0,4,bleA6,-75,bleA2,-53,bleA4,-83,bleA3,-59,A,206.851,-1058.533,371.673,G,22680,-6370,-21070,M,-694.5,109.5,-369,,
21:34.3,bleT2,-,-,-,0,4,bleA2,-63,bleA4,-73,bleA5,-79,bleA6,-86,A,-77.531,-945.378,46.604,G,-8960,-2590,-15820,M,-700.5,120,-366,,
21:34.4,bleT2,-,-,-,0,4,bleA2,-55,bleA4,-83,bleA3,-57,bleA6,-78,A,235.704,-1036.817,178.608,G,-6160,9870,-33950,M,-706.5,133.5,-367.5,,
21:34.5,bleT2,-,-,-,0,2,bleA4,-74,bleA5,-66,A,89.975,-1015.162,-251.503,G,-15750,14630,5040,M,-715.5,150,-345,,,,,,
21:34.8,bleT2,-,-,-,0,3,bleA2,-60,bleA4,-78,bleA5,-69,A,210.328,-998.631,12.078,G,-3850,29610,-27580,M,-718.5,145.5,-342,,,,
21:34.9,bleT2,-,-,-,0,2,bleA3,-61,bleA6,-75,A,223.321,-1054.019,1.586,G,-26040,35560,-10920,M,-721.5,162,-316.5,,,,,,
21:35.0,bleT2,-,-,-,0,4,bleA6,-74,bleA2,-64,bleA4,-77,bleA5,-62,A,254.126,-927.139,-86.803,G,-11340,16730,-4060,M,-730.5,141,-306,,
21:35.1,bleT2,-,-,-,0,5,bleA5,-65,bleA2,-72,bleA4,-73,bleA3,-57,bleA6,-80,A,315.736,-903.044,-58.438,G,-37870,19390,2310,M,-732,147,-280.5
21:35.2,bleT2,-,-,-,0,5,bleA6,-74,bleA2,-65,bleA4,-74,bleA3,-56,bleA5,-70,A,343.674,-831.186,70.821,G,-17710,23450,-8470,M,-730.5,142.5,-264
21:35.3,bleT2,-,-,-,0,3,bleA2,-71,bleA3,-55,bleA6,-72,A,112.667,-952.637,-151.707,G,-29820,1400,14350,M,-718.5,126,-252,,,,
21:35.4,bleT2,-,-,-,0,4,bleA2,-63,bleA4,-82,bleA5,-65,bleA6,-78,A,185.196,-1003.145,-194.346,G,-40040,-12180,18200,M,-736.5,114,-223.5,,
21:35.5,bleT2,-,-,-,0,5,bleA2,-65,bleA4,-77,bleA3,-63,bleA5,-66,bleA6,-74,A,35.624,-1022.909,-269.681,G,-13090,7560,55300,M,-724.5,87,-210
21:35.6,bleT2,-,-,-,0,5,bleA6,-80,bleA2,-67,bleA3,-61,bleA4,-83,bleA5,-65,A,151.585,-1005.463,-168.604,G,-9660,30380,1750,M,-718.5,66,-201
21:35.7,bleT2,-,-,-,0,3,bleA2,-65,bleA3,-53,bleA6,-75,A,178.73,-1009.001,-385.093,G,18830,2310,17920,M,-711,84,-177,,,,
21:35.8,bleT2,-,-,-,0,4,bleA2,-77,bleA4,-79,bleA5,-65,bleA6,-72,A,47.58,-896.639,-165.676,G,33110,-6300,26180,M,-702,76.5,-199.5,,
21:35.9,bleT2,-,-,-,0,2,bleA2,-65,bleA6,-75,A,-129.93,-1000.522,-243.695,G,-46130,-6720,28910,M,-702,39,-192,,,,,,
21:36.0,bleT2,-,-,-,0,5,bleA5,-66,bleA6,-81,bleA2,-59,bleA4,-82,bleA3,-54,A,152.439,-964.776,-139.995,G,-6300,36050,-4410,M,-715.5,40.5,-183
21:36.1,bleT2,-,-,-,0,1,bleA3,-53,A,52.033,-1019.371,-298.046,G,-15190,40880,-3990,M,-699,39,-165,,,,,,,,
21:36.2,bleT2,-,-,-,0,1,bleA2,-66,A,25.437,-953.247,-247.66,G,-31640,27370,15820,M,-690,27,-130.5,,,,,,,,
21:36.2,bleT2,-,-,-,0,3,bleA4,-75,bleA5,-66,bleA6,-79,A,33.001,-975.207,-151.036,G,-15190,26320,4200,M,-688.5,36,-145.5,,,,
21:36.3,bleT2,-,-,-,0,4,bleA2,-78,bleA4,-78,bleA3,-56,bleA6,-78,A,-11.529,-979.599,-349.53,G,-2940,17360,42000,M,-679.5,24,-105,,
21:36.4,bleT2,-,-,-,0,2,bleA2,-81,bleA5,-65,A,-128.527,-927.139,-308.599,G,-24570,42840,27020,M,-661.5,-3,-90,,,,,,
21:36.5,bleT2,-,-,-,0,5,bleA2,-66,bleA4,-75,bleA3,-54,bleA5,-67,bleA6,-78,A,157.868,-960.323,-419.192,G,-43470,65590,39480,M,-646.5,0,-37.5
21:36.6,bleT2,-,-,-,0,5,bleA4,-69,bleA5,-74,bleA6,-69,bleA2,-65,bleA3,-60,A,-68.564,-868.396,-483.547,G,-37520,73570,41720,M,-615,-19.5,9
21:36.8,bleT2,-,-,-,0,3,bleA2,-67,bleA4,-75,bleA5,-67,A,-80.703,-775.554,-467.26,G,-52990,95130,57890,M,-582,-7.5,69,,,,
21:37.0,bleT2,-,-,-,0,4,bleA2,-73,bleA4,-70,bleA3,-69,bleA6,-78,A,449.814,-744.81,-513.193,G,-45570,54530,-71050,M,-544.5,78,165,,
21:37.1,bleT2,-,-,-,0,3,bleA2,-64,bleA3,-56,bleA5,-66,A,94.306,-733.464,-912.926,G,-65590,-80850,-3640,M,-501,72,171,,,,
21:37.2,bleT2,-,-,-,0,4,bleA2,-64,bleA4,-78,bleA5,-67,bleA6,-76,A,-65.758,-664.168,-646.783,G,-74550,-31920,14630,M,-472.5,37.5,174,,
21:37.3,bleT2,-,-,-,0,4,bleA2,-62,bleA4,-72,bleA5,-66,bleA6,-71,A,-78.263,-456.158,-661.24,G,-60130,-5880,-2170,M,-421.5,39,183,,
21:37.4,bleT2,-,-,-,0,4,bleA4,-73,bleA3,-52,bleA2,-68,bleA6,-74,A,170.19,-485.804,-1007.232,G,-62650,50050,-27020,M,-366,76.5,220.5,,
21:37.5,bleT2,-,-,-,0,3,bleA2,-62,bleA3,-54,bleA5,-64,A,164.09,-321.836,-908.839,G,-62720,44730,-18690,M,-340.5,111,228,,,,
21:37.6,bleT2,-,-,-,0,4,bleA2,-64,bleA4,-69,bleA3,-56,bleA6,-72,A,150.67,-277.977,-861.991,G,-43680,29540,-17360,M,-297,132,235.5,,
21:37.7,bleT2,-,-,-,0,4,bleA4,-76,bleA5,-66,bleA6,-72,bleA2,-60,A,319.457,-93.208,-1111.115,G,-74200,93520,5670,M,-249,172.5,229.5,,
21:37.8,bleT2,-,-,-,0,5,bleA2,-77,bleA4,-69,bleA3,-60,bleA5,-67,bleA6,-70,A,624.762,-5.124,-974.231,G,-76300,23450,-55440,M,-219,213,234
21:37.9,bleT2,-,-,-,0,5,bleA6,-73,bleA2,-65,bleA4,-76,bleA3,-64,bleA5,-67,A,464.21,-2.928,-967.399,G,-30800,41580,-26950,M,-210,208.5,229.5
21:38.0,bleT2,-,-,-,0,4,bleA2,-67,bleA6,-72,bleA4,-69,bleA3,-61,A,622.139,104.554,-847.961,G,-28630,-3500,-20930,M,-187.5,232.5,204,,
21:38.1,bleT2,-,-,-,0,5,bleA4,-82,bleA5,-66,bleA6,-72,bleA2,-66,bleA3,-65,A,471.713,128.405,-894.382,G,13440,23380,32200,M,-195,229.5,216
21:38.2,bleT2,-,-,-,0,1,bleA2,-65,A,498.126,130.357,-827.404,G,-10080,14490,19250,M,-204,240,204,,,,,,,,
21:38.3,bleT2,-,-,-,0,5,bleA5,-71,bleA6,-70,bleA2,-77,bleA4,-86,bleA3,-58,A,250.832,281.759,-613.599,G,-64120,26880,112560,M,-172.5,304.5,202.5
21:38.4,bleT2,-,-,-,0,3,bleA2,-60,bleA3,-52,bleA6,-69,A,938.607,78.873,-204.899,G,-38990,158550,10570,M,-147,450,118.5,,,,
21:38.5,bleT2,-,-,-,0,1,bleA5,-71,A,860.405,39.406,-622.871,G,70,35210,-490,M,-141,436.5,141,,,,,,,,
21:38.6,bleT2,-,-,-,0,5,bleA2,-65,bleA4,-78,bleA3,-52,bleA6,-69,bleA5,-69,A,855.952,55.876,-519.293,G,-1050,-7980,-630,M,-150,445.5,123
21:38.7,bleT2,-,-,-,0,4,bleA6,-70,bleA2,-67,bleA4,-77,bleA3,-53,A,799.1,48.678,-408.151,G,-11270,5180,4970,M,-135,439.5,123,,
21:38.9,bleT2,-,-,-,0,5,bleA2,-66,bleA4,-77,bleA3,-52,bleA5,-68,bleA6,-75,A,890.051,37.82,-491.05,G,-2170,-840,210,M,-139.5,451.5,117
21:39.0,bleT2,-,-,-,0,3,bleA2,-58,bleA3,-56,bleA5,-72,A,895.297,61.549,-425.658,G,-2380,4480,70,M,-144,447,114,,,,
21:39.0,bleT2,-,-,-,0,1,bleA4,-75,A,809.47,40.382,-331.901,G,-3080,2800,1960,M,-151.5,456,117,,,,,,,,
21:39.1,bleT2,-,-,-,0,4,bleA4,-76,bleA3,-52,bleA2,-71,bleA6,-75,A,885.171,55.754,-417.179,G,-280,980,-560,M,-145.5,454.5,114,,
21:39.2,bleT2,-,-,-,0,5,bleA5,-67,bleA6,-66,bleA2,-66,bleA4,-78,bleA3,-68,A,902.19,60.756,-406.077,G,-1050,7420,-1190,M,-139.5,469.5,118.5
21:39.3,bleT2,-,-,-,0,5,bleA2,-66,bleA4,-70,bleA3,-58,bleA5,-62,bleA6,-62,A,885.781,53.497,-411.445,G,-210,700,-350,M,-139.5,444,109.5
21:39.4,bleT2,-,-,-,0,5,bleA2,-59,bleA4,-67,bleA3,-70,bleA5,-65,bleA6,-63,A,883.585,50.081,-411.201,G,-210,1260,-700,M,-144,462,111
21:39.5,bleT2,-,-,-,0,5,bleA2,-68,bleA4,-68,bleA3,-55,bleA5,-61,bleA6,-60,A,886.757,50.325,-410.286,G,-210,420,-630,M,-139.5,448.5,108
21:39.6,bleT2,-,-,-,0,5,bleA6,-63,bleA4,-81,bleA5,-65,bleA2,-82,bleA3,-58,A,884.805,49.776,-404.125,G,-210,70,-560,M,-142.5,463.5,100.5
21:39.7,bleT2,-,-,-,0,4,bleA2,-74,bleA4,-76,bleA5,-64,bleA6,-62,A,887.123,61.793,-410.286,G,-280,-140,-490,M,-133.5,462,114,,
21:39.8,bleT2,-,-,-,0,3,bleA2,-63,bleA3,-52,bleA5,-65,A,890.234,60.329,-404.918,G,-280,140,-490,M,-130.5,460.5,115.5,,,,
21:39.9,bleT2,-,-,-,0,5,bleA2,-68,bleA4,-81,bleA3,-50,bleA5,-61,bleA6,-61,A,892.613,61.122,-406.992,G,-210,420,-560,M,-133.5,457.5,123
21:40.0,bleT2,-,-,-,0,4,bleA6,-65,bleA2,-74,bleA3,-54,bleA5,-65,A,792.085,79.971,-294.63,G,-7840,-5110,3430,M,-135,459,106.5,,
21:40.1,bleT2,-,-,-,0,5,bleA2,-77,bleA4,-67,bleA3,-50,bleA5,-61,bleA6,-61,A,903.959,50.935,-397.781,G,-1260,-210,-210,M,-133.5,460.5,102
21:40.2,bleT2,-,-,-,0,1,bleA2,-62,A,896.7,63.684,-368.684,G,-350,1260,-770,M,-132,457.5,100.5,,,,,,,,
21:40.3,bleT2,-,-,-,0,5,bleA5,-61,bleA2,-70,bleA4,-70,bleA3,-49,bleA6,-61,A,897.188,59.231,-388.57,G,-140,1050,-700,M,-139.5,454.5,120
21:40.4,bleT2,-,-,-,0,3,bleA2,-63,bleA5,-65,bleA6,-66,A,900.116,60.695,-386.496,G,-210,490,-630,M,-144,463.5,105,,,,
21:40.5,bleT2,-,-,-,0,4,bleA2,-74,bleA6,-64,bleA4,-66,bleA3,-49,A,899.689,63.074,-389.119,G,-280,350,-560,M,-142.5,471,106.5,,
21:40.6,bleT2,-,-,-,0,4,bleA2,-63,bleA3,-54,bleA5,-62,bleA6,-66,A,902.739,61.427,-387.655,G,-140,210,-560,M,-135,469.5,100.5,,
21:40.7,bleT2,-,-,-,0,5,bleA4,-67,bleA3,-49,bleA2,-73,bleA5,-61,bleA6,-61,A,898.591,57.828,-386.618,G,-280,210,-630,M,-133.5,466.5,100.5
21:40.8,bleT2,-,-,-,0,4,bleA2,-62,bleA3,-54,bleA5,-63,bleA6,-65,A,911.706,54.717,-396.744,G,-560,840,-490,M,-133.5,462,102,,
21:41.0,bleT2,-,-,-,0,5,bleA2,-77,bleA4,-66,bleA3,-50,bleA5,-60,bleA6,-61,A,898.347,57.34,-394.548,G,-770,210,-700,M,-141,471,105
21:41.1,bleT2,-,-,-,0,5,bleA2,-63,bleA4,-82,bleA3,-55,bleA5,-63,bleA6,-65,A,900.421,60.512,-377.041,G,-560,-350,-840,M,-145.5,463.5,97.5
21:41.2,bleT2,-,-,-,0,5,bleA2,-74,bleA4,-72,bleA3,-49,bleA5,-60,bleA6,-61,A,901.153,56.059,-377.651,G,-350,70,-630,M,-135,466.5,102
21:41.3,bleT2,-,-,-,0,5,bleA6,-65,bleA2,-63,bleA4,-80,bleA3,-56,bleA5,-63,A,901.702,58.072,-376.492,G,-350,0,-490,M,-141,475.5,94.5
21:41.4,bleT2,-,-,-,0,4,bleA2,-78,bleA4,-68,bleA3,-50,bleA6,-62,A,854.366,69.601,-357.887,G,-3150,-700,1190,M,-136.5,463.5,97.5,,
21:41.5,bleT2,-,-,-,0,3,bleA2,-63,bleA5,-63,bleA6,-65,A,905.972,54.534,-373.137,G,-210,770,-490,M,-136.5,469.5,100.5,,,,
21:41.6,bleT2,-,-,-,0,4,bleA2,-69,bleA4,-67,bleA3,-48,bleA6,-61,A,921.161,51.057,-389.119,G,-2030,490,700,M,-132,462,96,,
21:41.7,bleT2,-,-,-,0,2,bleA5,-63,bleA6,-66,A,905.606,50.569,-366.976,G,-210,140,-700,M,-138,466.5,91.5,,,,,,
21:41.8,bleT2,-,-,-,0,3,bleA6,-64,bleA4,-66,bleA3,-49,A,902.983,48.678,-361.059,G,-350,3780,-1260,M,-142.5,475.5,91.5,,,,
21:41.9,bleT2,-,-,-,0,4,bleA6,-66,bleA2,-65,bleA3,-55,bleA5,-64,A,898.896,75.335,-390.156,G,-140,-1330,-280,M,-135,477,102,,
21:42.0,bleT2,-,-,-,0,4,bleA2,-72,bleA4,-67,bleA3,-50,bleA6,-61,A,909.022,48.007,-360.876,G,-280,280,-560,M,-136.5,472.5,96,,
21:42.1,bleT2,-,-,-,0,2,bleA5,-63,bleA6,-66,A,905.667,49.593,-367.098,G,-630,-840,-490,M,-126,466.5,94.5,,,,,,
21:42.2,bleT2,-,-,-,0,5,bleA2,-72,bleA4,-67,bleA3,-49,bleA5,-60,bleA6,-61,A,903.837,46.238,-367.037,G,-420,-560,-700,M,-127.5,469.5,93
21:42.3,bleT2,-,-,-,0,4,bleA6,-65,bleA2,-65,bleA3,-56,bleA5,-63,A,906.155,50.02,-369.294,G,-280,-560,-560,M,-133.5,477,93,,
21:42.4,bleT2,-,-,-,0,5,bleA4,-76,bleA3,-49,bleA2,-73,bleA5,-61,bleA6,-61,A,909.51,42.334,-386.191,G,-1120,-210,-70,M,-138,477,90
21:42.5,bleT2,-,-,-,0,5,bleA2,-62,bleA4,-81,bleA3,-55,bleA5,-64,bleA6,-65,A,909.815,44.53,-360.632,G,-280,140,-490,M,-133.5,481.5,96
21:42.6,bleT2,-,-,-,0,2,bleA2,-71,bleA4,-69,A,916.952,53.375,-364.597,G,-910,2100,-210,M,-127.5,469.5,85.5,,,,,,
21:42.7,bleT2,-,-,-,0,2,bleA2,-62,bleA5,-63,A,910.303,48.861,-355.203,G,-210,1610,-770,M,-138,480,88.5,,,,,,
21:42.8,bleT2,-,-,-,0,4,bleA6,-64,bleA2,-72,bleA4,-67,bleA3,-50,A,905.179,45.75,-356.789,G,-280,350,-700,M,-136.5,463.5,85.5,,
21:42.9,bleT2,-,-,-,0,4,bleA2,-60,bleA4,-84,bleA5,-63,bleA6,-65,A,910.73,47.641,-358.314,G,-210,70,-630,M,-129,462,93,,
21:43.1,bleT2,-,-,-,0,5,bleA2,-74,bleA4,-68,bleA3,-49,bleA5,-60,bleA6,-61,A,909.876,46.177,-354.227,G,-350,0,-700,M,-138,471,90
21:43.2,bleT2,-,-,-,0,4,bleA4,-82,bleA5,-64,bleA6,-65,bleA2,-64,A,909.205,49.776,-355.874,G,-560,280,-420,M,-138,483,91.5,,
21:43.3,bleT2,-,-,-,0,5,bleA3,-50,bleA2,-78,bleA4,-67,bleA5,-60,bleA6,-61,A,906.277,41.358,-361.059,G,-420,-420,-1260,M,-147,472.5,90
21:43.4,bleT2,-,-,-,0,5,bleA6,-65,bleA2,-64,bleA4,-84,bleA3,-56,bleA5,-64,A,909.449,42.517,-359.473,G,-350,-910,-560,M,-135,483,94.5
21:43.5,bleT2,-,-,-,0,5,bleA3,-50,bleA2,-80,bleA4,-67,bleA5,-60,bleA6,-62,A,912.072,45.14,-354.044,G,-280,-280,-560,M,-138,477,85.5
21:43.6,bleT2,-,-,-,0,3,bleA2,-61,bleA5,-63,bleA6,-65,A,910.547,44.347,-353.373,G,-210,140,-560,M,-130.5,478.5,99,,,,
21:43.7,bleT2,-,-,-,0,5,bleA2,-79,bleA4,-76,bleA3,-50,bleA5,-60,bleA6,-62,A,914.634,54.473,-352.641,G,-210,-140,-560,M,-129,469.5,91.5
21:43.8,bleT2,-,-,-,0,4,bleA4,-84,bleA3,-55,bleA5,-63,bleA6,-65,A,912.072,56.242,-351.909,G,-210,-70,-700,M,-132,480,93,,
21:43.9,bleT2,-,-,-,0,2,bleA3,-50,bleA6,-61,A,908.534,57.096,-349.957,G,-280,70,-630,M,-138,478.5,93,,,,,,
21:44.0,bleT2,-,-,-,0,5,bleA2,-63,bleA3,-56,bleA4,-85,bleA5,-63,bleA6,-65,A,910.974,53.009,-350.201,G,-210,0,-630,M,-138,487.5,94.5
21:44.1,bleT2,-,-,-,0,2,bleA3,-50,bleA6,-61,A,911.096,52.704,-352.031,G,-280,-210,-560,M,-124.5,475.5,93,,,,,,
21:44.2,bleT2,-,-,-,0,3,bleA5,-63,bleA6,-65,bleA2,-61,A,911.889,60.024,-353.556,G,-280,-210,-560,M,-133.5,475.5,99,,,,
21:44.3,bleT2,-,-,-,0,2,bleA2,-76,bleA5,-60,A,910.303,51.85,-351.604,G,-210,-140,-630,M,-127.5,477,97.5,,,,,,
21:44.3,bleT2,-,-,-,0,3,bleA4,-76,bleA3,-49,bleA6,-61,A,911.889,53.436,-348.615,G,-350,-70,-560,M,-136.5,478.5,91.5,,,,
21:44.4,bleT2,-,-,-,0,4,bleA2,-61,bleA3,-55,bleA5,-63,bleA6,-65,A,913.597,55.388,-351.116,G,-280,-140,-630,M,-133.5,474,96,,
21:44.5,bleT2,-,-,-,0,4,bleA2,-80,bleA4,-67,bleA3,-50,bleA5,-60,A,911.706,57.584,-350.14,G,-280,-350,-630,M,-139.5,477,91.5,,
21:44.6,bleT2,-,-,-,0,4,bleA5,-63,bleA6,-65,bleA2,-65,bleA3,-55,A,910.974,58.194,-348.188,G,-280,-210,-560,M,-127.5,471,96,,
21:44.7,bleT2,-,-,-,0,3,bleA4,-67,bleA3,-50,bleA6,-61,A,912.987,53.619,-347.883,G,-350,0,-630,M,-133.5,474,88.5,,,,
21:44.8,bleT2,-,-,-,0,3,bleA2,-61,bleA5,-63,bleA6,-65,A,917.684,56.364,-346.663,G,-350,-210,-560,M,-121.5,475.5,91.5,,,,
21:44.9,bleT2,-,-,-,0,5,bleA2,-82,bleA4,-67,bleA3,-50,bleA5,-60,bleA6,-61,A,914.146,56.425,-350.628,G,-350,-350,-630,M,-118.5,468,84
21:45.0,bleT2,-,-,-,0,4,bleA6,-65,bleA5,-63,bleA2,-64,bleA3,-55,A,917.684,55.022,-341.905,G,-280,-210,-630,M,-139.5,481.5,96,,
21:45.1,bleT2,-,-,-,0,3,bleA6,-65,bleA4,-67,bleA3,-50,A,913.048,58.255,-345.87,G,-350,-70,-560,M,-144,478.5,93,,,,
21:45.3,bleT2,-,-,-,0,4,bleA2,-61,bleA4,-85,bleA5,-63,bleA6,-65,A,910.974,56.669,-349.835,G,-280,-70,-630,M,-133.5,481.5,81,,
21:45.4,bleT2,-,-,-,0,5,bleA2,-82,bleA4,-67,bleA5,-60,bleA3,-49,bleA6,-61,A,914.329,54.29,-346.419,G,-420,-140,-560,M,-136.5,487.5,85.5
21:45.5,bleT2,-,-,-,0,4,bleA2,-61,bleA3,-56,bleA5,-63,bleA6,-66,A,910.852,43.188,-310.673,G,-1260,2730,-2100,M,-138,477,82.5,,
21:45.6,bleT2,-,-,-,0,5,bleA2,-78,bleA4,-67,bleA3,-50,bleA5,-60,bleA6,-62,A,914.939,46.238,-342.881,G,-280,-770,-770,M,-126,474,85.5
21:45.7,bleT2,-,-,-,0,4,bleA2,-61,bleA3,-56,bleA5,-63,bleA6,-66,A,915.732,46.055,-341.966,G,-210,140,-630,M,-135,477,84,,
21:45.8,bleT2,-,-,-,0,5,bleA2,-74,bleA4,-75,bleA3,-49,bleA5,-60,bleA6,-62,A,914.878,48.068,-339.282,G,-210,280,-700,M,-141,484.5,81
21:45.9,bleT2,-,-,-,0,5,bleA2,-61,bleA4,-82,bleA3,-56,bleA5,-63,bleA6,-66,A,914.146,45.75,-339.465,G,-210,0,-630,M,-129,477,93
21:46.0,bleT2,-,-,-,0,4,bleA4,-68,bleA3,-50,bleA5,-61,bleA6,-62,A,916.769,45.262,-340.014,G,-280,-140,-560,M,-135,486,91.5,,
21:46.1,bleT2,-,-,-,0,3,bleA6,-66,bleA3,-56,bleA2,-64,A,917.928,50.203,-340.014,G,-350,-70,-700,M,-139.5,478.5,88.5,,,,
21:46.2,bleT2,-,-,-,0,4,bleA6,-65,bleA2,-75,bleA4,-67,bleA3,-49,A,920.917,45.811,-339.099,G,-210,70,-630,M,-139.5,483,87,,
21:46.3,bleT2,-,-,-,0,5,bleA2,-61,bleA4,-85,bleA3,-56,bleA5,-63,bleA6,-66,A,918.904,48.19,-340.38,G,-280,-70,-560,M,-132,480,81
21:46.4,bleT2,-,-,-,0,4,bleA2,-75,bleA4,-67,bleA3,-49,bleA6,-62,A,920.002,47.397,-338.489,G,-210,-140,-630,M,-136.5,487.5,82.5,,
21:46.5,bleT2,-,-,-,0,5,bleA6,-66,bleA2,-64,bleA4,-85,bleA3,-56,bleA5,-63,A,915.122,48.617,-333.487,G,-490,210,-490,M,-132,484.5,87
21:46.6,bleT2,-,-,-,0,3,bleA2,-75,bleA4,-67,bleA6,-62,A,918.172,46.848,-337.452,G,-280,210,-630,M,-133.5,478.5,90,,,,
21:46.7,bleT2,-,-,-,0,4,bleA2,-61,bleA4,-85,bleA5,-63,bleA6,-66,A,919.27,44.591,-343.369,G,-420,-140,-630,M,-141,481.5,87,,
21:46.8,bleT2,-,-,-,0,5,bleA2,-75,bleA4,-67,bleA3,-50,bleA5,-61,bleA6,-62,A,919.392,47.58,-341.966,G,-350,-350,-630,M,-135,477,81
21:46.9,bleT2,-,-,-,0,3,bleA4,-85,bleA5,-63,bleA6,-65,A,914.268,45.384,-337.391,G,-420,70,-490,M,-142.5,498,91.5,,,,
21:47.0,bleT2,-,-,-,0,3,bleA6,-65,bleA4,-67,bleA3,-49,A,920.185,45.872,-337.452,G,-280,-70,-700,M,-138,486,84,,,,
21:47.0,bleT2,-,-,-,0,1,bleA2,-75,A,921.039,43.676,-338.245,G,-350,0,-700,M,-135,489,91.5,,,,,,,,
21:47.1,bleT2,-,-,-,0,5,bleA4,-86,bleA5,-64,bleA6,-66,bleA2,-64,bleA3,-55,A,918.294,46.421,-338.306,G,-350,-210,-560,M,-135,493.5,78
21:47.3,bleT2,-,-,-,0,5,bleA6,-62,bleA2,-76,bleA4,-74,bleA3,-50,bleA5,-60,A,917.44,47.336,-337.208,G,-350,-210,-560,M,-138,489,87
21:47.4,bleT2,-,-,-,0,4,bleA2,-61,bleA4,-85,bleA5,-63,bleA6,-66,A,920.307,45.872,-334.585,G,-280,-140,-630,M,-139.5,475.5,82.5,,
21:47.5,bleT2,-,-,-,0,5,bleA2,-76,bleA4,-67,bleA3,-50,bleA5,-60,bleA6,-62,A,916.281,32.818,-347.517,G,-2100,-5390,560,M,-132,481.5,90
21:47.6,bleT2,-,-,-,0,4,bleA2,-64,bleA3,-55,bleA5,-63,bleA6,-66,A,916.525,45.994,-334.036,G,-490,-2380,-420,M,-139.5,477,76.5,,
21:47.7,bleT2,-,-,-,0,4,bleA6,-65,bleA2,-75,bleA4,-67,bleA3,-49,A,937.204,67.283,-337.452,G,-3360,1610,-770,M,-127.5,481.5,81,,
21:47.8,bleT2,-,-,-,0,5,bleA2,-61,bleA4,-84,bleA3,-56,bleA5,-63,bleA6,-66,A,917.928,47.397,-334.097,G,-280,-630,-560,M,-139.5,481.5,81
21:47.9,bleT2,-,-,-,0,5,bleA6,-62,bleA2,-78,bleA3,-49,bleA4,-74,bleA5,-60,A,921.405,48.739,-331.23,G,-350,-490,-630,M,-129,481.5,69
21:48.0,bleT2,-,-,-,0,5,bleA6,-66,bleA2,-64,bleA4,-85,bleA3,-56,bleA5,-63,A,920.917,50.081,-329.278,G,-280,-140,-630,M,-136.5,489,99
